Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Inghetata de ciocolata invelita cu ciocolata belgiana si migdale Betty Blue,274,3.5,18,24.4,0,1 inghetata = 90 g
Inghetata de ciocolata si de capsuni cu fulgi de ciocolata Still Dolce,189,2.7,8.6,25.3,0,
Inghetata de fragute si lapte cu glazura de cacao Alpin Amera,268.6,2.5,19.8,20.1,0,1 inghetata = 50g
Inghetata de fructe,134,0,0,32.6,0,
Inghetata de lamaie La Cremeria Nestle,122,0,0,30.5,1.3,1 cutie = 685 g
Inghetata de lapte si ciocolata Milka Milkinis,309,4.8,19.3,29,0,1 cutie mica = 70 g
Inghetata de pepene galben Corso,81,1.4,3.9,10,0,
Inghetata de vanilie Alpin,213.3,2.8,7.3,38.2,0,
Inghetata de vanilie Cornetto Algida,280,3.5,15,32,0,1 inghetata = 70 g
Inghetata de vanilie la cornet Corner Ballino,275,3.3,13.1,35.9,0,1 buc = 74 g
Inghetata de vanilie pe bat Minuto Betty Ice,128,1.7,3,23.5,0,1 bucata = 35 g
Inghetata de vanilie Still Dolce,189,2.7,8.6,25.3,0,
Inghetata de visine cu aroma de frisca si glazura de cacao Alpin Delicia,268.6,2.5,19.8,20.1,0,1 inghetata = 55g
Inghetata Destiny cu ciocolata Betty Ice,170,3.4,4.5,29,0.4,
Inghetata forest fruit si mascarpone Best,333,3.6,20.2,34.1,0,1 bucata = 66 g
Inghetata fragola Toledo Betty Ice,150,2.5,6,21.5,0,
Inghetata frisca cu toping fructe de padure Verity Betty Ice,123,2.4,3,21.5,0,1 buc = 75 g
Inghetata fructe de padure Metropolis Amicii,218.9,1.8,9.2,32.3,0,
Inghetata Fulg de Nea Alpin,187.7,2.5,9.3,21.6,0,
Inghetata iaurt si fructe de padure Silla Dolce,156,2.6,2.1,31,0,
Inghetata Ice Pop Alpin 57 Lux,92.1,0,0,22.8,0,
Inghetata Intenso cu aroma de ciocolata Corso,142,1.9,7.9,15,0,1 cutie = 250 g
Inghetata Koloroki Algida,90,0,0.5,21,0,1 bucata = 33 g
Inghetata la cornet cu cacao Rodeo moment Kpi Kpi,287,4,14.8,34.5,0,1 buc = 75 g
Inghetata la cornet cu ciocolata Topgun,283,3.6,12.6,37.9,0,1 cornet = 105 g
Inghetata la cornet cu vanilie Rodeo moment Kpi Kpi,280,3.8,13.9,35,0,1 buc = 75 g
Inghetata la cornet PinaColada Top Gun,243,2.1,9.7,36.7,0,1 cornet = 115 g
Inghetata lamaie & frisca Cors,122.5,0.4,2.3,23.9,0,1 buc = 71 g
Inghetata Lion Nestle,335,3.4,17.8,39.8,1,1 cornet = 65 g
Inghetata malaga Lido Betty Ice,150,2.5,6,21.5,0,
Inghetata Martinel Top Gel,284,4,20,23,0,1 buc = 50 g
Inghetata Maxibon Pops Nestle,348,3.7,24.5,28,0,1 buc = 4 g
Inghetata menta si ciocolata mint&chocolate La Strada,218,3.2,6.4,27.4,0.1,1 cutie = 100 ml
Inghetata mini coco vanilla Plus,401,4.1,24.5,41,0,1 buc = 20 g
Inghetata mini white Napoca,306,2.8,21,26.5,0,1 buc = 33 g
Inghetata Nestea fructe de padure Nestle,89,0,0,22,0,1buc = 56 g
Inghetata New Ice cacao si portocale Amicii,183.8,1.4,6.4,30,0,1 cutie = 500 g
Inghetata Nirvana cu caramel si nuci pecan,267,3.5,15.3,28.9,0,
Inghetata Oreo,203,3.6,7.7,29.5,0,1 inghetata = 80 g
Inghetata Panda Napoca,150,2,6,22,0,
Inghetata pe bat cacao si alune Moana Lux Betty Ice,126,2.6,4,19.8,0,1 inghetata = 60 g
Inghetata pe bat cu vanilie invelita in ciocolata cu alunie En'Or Ballino,334,4.1,20.7,32.3,0,1 buc = 90 g
Inghetata pe bat lemon-vanilla Quickly Betty Ice,203,2.4,3,41.5,0,1 buc = 50 g
Inghetata pe bat Nestea berries,92,0.1,0,22.6,0,1 buc = 47 g
Inghetata pe bat vanilie Moana Betty Ice,177,2.4,9,21.5,0,1 buc = 49 g
Inghetata pepene galben Betty Ice,158,2.1,6,23.8,0,
Inghetata piersici Nestea,97,0.1,0.2,23.7,0,1 buc = 56 g
Inghetata Pink Magnum,320,3,23,27,0,1 buc = 86 g
Inghetata profiterol Aloma,191,4.1,4.6,33.4,0,1 buc = 490 g
Inghetata Rios Gigant Mini Quartett,366,4.5,24.2,31.7,1.8,1 bucata = 36 g
Inghetata ROM autentic Napolact,480,3.5,23.9,62.2,0,1 bucata = 47 g
Inghetata Sandwich Alpin,292,4.7,10.5,43.8,1.4,1 bucata = 100g
Inghetata sandwich cacao Squash Betty Ice,150,2.5,6,21.5,0,1 buc = 93 g
Inghetata Sandwich Top Gel,219.9,2.5,12,25.5,0,1 bucata = 85 g
Inghetata Sandy cu sirop de capsuni Burger King,146.5,4,4.4,22.6,0,1 buc = 160 g
Inghetata Scufita Rosie Napolact,225,2.3,12,27,0,1 bucata = 60 g
Inghetata Snickers,349,7.1,21.2,32.4,0,
Inghetata Starburst,102,0.5,0,19.2,0,79
Inghetata strawberry and cream Ballino,167,2.5,6.9,23.6,0,1 cutie = 460 g
Inghetata Super Ice cacao Ice Dyp,170,5,8,20,0,1 cutie = 70 g
Inghetata tiramisu Delhaize,198,2.4,6.6,30.4,0,1 cutie= 470 g
Inghetata TopGun Cookie,355,4.1,19.8,39.3,0,
Inghetata Twister Green Algida,110,0.6,2,23,0,1 portie = 71 g (80 ml)
Inghetata Twix,343,4.6,19.8,36.3,0,1 buc = 40 g
Inghetata vafa cacao Auchan,161,1.9,7.6,21,0,1 bucata = 55 g
Inghetata vafa cacao Betty Ice,118,2.6,3,20.1,0,1 buc = 55 g
Inghetata vafa Choco Cicom,152,2.1,6.9,19.4,0,1 buc = 50 g
Inghetata vafa de ciocolata Alpin,191.3,3.1,8,26.9,0,1 vafa = 50 g
Inghetata vafa Ice Dyp,170,5,7,20,0,1 buc = 40 g
Inghetata vafa Premium cacao Top Gel,275.2,4.2,16.9,25.8,0,1 buc = 55 g
Inghetata vafa vanilie Ballino Lidl,149,1.6,6.5,21,0,1 bucata = 55 g
Inghetata vanilie 365,206,2.4,3,41.5,0,
Inghetata vanilie Belcanto Betty Ice,150,2.5,6,21.5,0,
Inghetata vanilie cu cacao Domani Choco Class,159.1,12.7,6.3,11.9,0,
Inghetata vanilie cu glazura ciocolata alba White Magnum Algida,300,4,18,31,0,1 buc = 86 g
Inghetata vanilie cu glazura ciocolata si Migdale Almond Magnum Algida,330,5,21,30,0,1 buc = 86 g
Inghetata vanilie cu glazura de ciocolata si arahide Amicii de Lux,318.1,3.4,23,24.4,0,1 buc = 56 g
Inghetata vanilie cu toping ciocolata Verity Betty Ice,123,2.4,3,21.5,0,1 buc = 75 g
Inghetata vanilie dietetica Betty Ice Lido,106,5.5,5.7,9.8,0,1  cutie = 500 g
Inghetata vanilie Horeca,180,1.9,8.4,24,0,1 cupa = 50 g
Inghetata vanilie Lido Betty Ice,150,2.5,6,21.5,0,
Inghetata vanilie Napoca White Napolact,311,3.3,22,25,0,1 bucata = 60 g
Inghetata vanilie si cacao Anamaria Ice Dyp,170,3,7,20,0,1 cutie = 480 g
Inghetata vanilie si capsuni Carte D'Or,170,2.5,6,27,0.6,
Inghetata vanilie Toledo Betty Ice,150,2.5,6,21.5,0,
Inghetata vanilie vafa Joe,215,4.3,9,29.2,0,
Inghetata vanilla & chocolate Magnum,243,3,11,33,0,1 cutie = 105 g
Inghetata waffa la cornet Diany,186,2.6,6.2,29.6,0,1 bucata = 35 g
Inghtata sorbet cu mango Delhaize,123,0.5,0.5,29,1.2,1 cutie = 450 g
Jeleuri capsuni Silvana,330,3.5,0,78,0.6,1 jeleu = 4 g
Jeleuri cu arome de capsuni si portocale invelite in ciocolata cu lapte Africana,360,1.3,5.9,75,1.2,1 jeleu =8.5 g
Jeleuri de fructe Ufo Plus,330,5.4,0.2,76,0,
Jeleuri gumate cu capsuni JellyMania Babyfruct Sugus,327,3.5,64.5,77.1,0.5,
Jeleuri Jelly Mania,330,5,0.3,64.1,0,1 jeleu = 4 g
Jeleuri paianjeni Sugus,321,5.9,0.1,72.8,0,1 buc = 5 g
Jeleuri sticlute cola Sugus,335,5.9,0,75.9,0,"1 buc = 4,5 g"
Kirsch Grutze cu crema de vanilie si visine Dr. Oetker,113,1.6,1.7,22.6,1.3,1 cutie = 160 g
Macaron cu zmeura Paul,208,1.4,0.1,49.7,0,1 buc mare = 80 g
Magiun de prune Naturelo,220,1.5,0.1,55,16.5,1 lingurita = 7 g
Magiun de prune Raureni,256,2.5,1,56.4,0.9,1 borcan = 350 g
Marmelada de capsuni light Alipende,170,0.5,0,42,1.1,
Martipan cu migdale 365 Mega Image,440,10,21,51,2,
Martipan Zentis,438,4.8,16,67,2.6,
Mentosane Sweets Harmony,403,0,0,98.4,0,1 pachet = 17 g
Merisoare in ciocolata neagra Le soeurs en vrac,433,3.3,20,70,6.6,
Miere salcam Mos Costache,326.6,0.4,0,81.3,0,1 borcan = 500 g
Mini chec fara zahar Pobeda,436,6,28.1,20.4,0,
Mini croissant cacao Bauli,409,5.6,18.1,56,0,1 minicroissant = 12 grame
Mini praline Lindt,533,7.2,32,52,0,1 cutie = 180 g
Miniprajitura cu crema de cacao ChokoBoy Gusparo,278,4.8,12.4,36.8,0,
Mix pentru tort diplomat Dr. Oetker,169.9,4.6,5.6,25,0.4,
Mouse de ciocolata cu vanilie Lidl,575,7.2,38,50.9,0,1 buc = 14.5 g
Mousse de mere Bauck Hof,42,0.3,0,9.9,0,1 borcan = 360 g
Musli bar orange and choco FirstNice,402,3.5,9.2,75.8,0,
Napolitana ciocolata cu lapte XXL Joe,480,6,22,64,2,1 baton = 25 g
Napolitana cu alune Lachita,528.9,7.1,33.6,49,0,1 buc = 50 g
Napolitana cu ciocolata si crema de vanilie Balance,336,4.5,32.7,59.4,0,1 buc = 30 g
Napolitana cu crema de lamaie Frankonia,493,6,25,60,1.8,1 bu = 100 gr
Napolitana cu crema de vanilie Sly Diet,507.2,3.3,26,65,0,1 napolitana = 20 g
Napolitana cu lamaie fara zahar Sly Diet,410,2.9,24.8,53.5,6.1,1 napolitana mica = 20 g
Napolitana cu lapte si cacao Happy Hippo Kinder,567,9.4,36.1,51.2,0,1 buc = 20.7 g
Napolitana glazurata cu ciocolata lapte Crispy Milk Heidi,448,6.4,29.1,40.2,0,
Napolitana in ciocolata cu lapte cu umplutura cu crema de cocos Katy,537.9,5.8,30.2,60.7,0,1 napolitana = 40 g
Napolitana Joe XXL,509,6.3,27.8,56.8,2.6,1 buc = 22 g
Napolitane alune Favorini Lidl,528,5.9,32.1,52.3,0,"1 buc = 20,8 g"
Napolitane cacaou fara zahar Wawel,501,9.7,31,49,1.6,
Napolitane cereale integrale Joe,480,7.3,23.9,57.2,3.4,1 pachet = 39 g
Napolitane ciocolata Fine Life,481,3.2,19.6,72,0,
Napolitane crocante cu crema de cacao Joe,459,5.4,18.2,67,2,1 mini napolitana = 20 g
Napolitane crocante cu crema fina (80.5%) si foi de napolitana cu cacao (19.5%) Joe,517,6.3,27.5,60.3,1.1,1 pachet = 42 g
Napolitane cu alune Joe,478,4,21,65,2,
Napolitane cu aroma naturala de lamaie Pion,530,5,30.2,60,0,1 napolitana = 8 g
Napolitane cu cacao si alune Bifa,504,4.1,24.1,67.7,0,4 bucati = 35 g
Napolitane cu cacao si vanilie My Motto,543,4.4,32,60,0,1 buc = 34 g
Napolitane cu crema de alune Yup Finetti,489.4,28.8,28.1,28.1,0,1 punga = 198 g
Napolitane cu crema de cacao glazurate 365,486,4,27.5,54.5,0,
Napolitane cu crema de cacao Naty,524,6,28,62,0,
Napolitane cu crema de cacao Wawel,170,4,10,18,1,1 pachet =70 g
Napolitane cu crema de cocos invelite in ciocolata cu lapte Madison,541,5.8,30,61,0,1 napolitana = 40 g
Napolitane cu crema de lamaie de post Natura Land,393,5,25,34,0,1 bucata = 40 g
Napolitane cu crema de lamaie Leader Price,443,3.2,19.6,72,0,3 napolitane = 50 g
Napolitane cu crema de lapte Joe,482,3.6,20.5,71.3,0.6,1 punga = 60 g
Napolitane cu crema de rom si cacao Alfers,470,1.8,25.2,59,1.7,
Napolitane cu gust de ciocolata Sly Diet,490,4,23,67.5,0,1 buc = 20 g
Napolitane de orez cu miere DM,386,6.1,2.5,83.2,3.1,1 punga = 32 g
Napolitane dietetice Wawel,170,4,11,18,0,1 pachet = 70 g
Napolitane invelite in ciocolata Dolce Vita,402,8.2,10.5,66.2,0,
Napolitane Joe cu crema de vanilie,480,4,20,72,2,
Napolitane mocca Lenka,484,3,20,73,0,
Napolitane vanilie Katy Exquisite Kaufland,526,5.5,28,63,0,1 bucata = 6 g
Napolitane vieneze cu crema wafer rolls Naty,473,6,17,74,0,
Nougat cu migdale Eridanous,399,5.5,9.6,71.4,0,1 bucata = 60 g
Nuga arahide Gusturi Romanesti,487.8,14.6,21.4,55.8,0,
Nuga cu stafie Sultan,360,1.8,0.2,85.8,1,1 buc = 40 g
Orbit Drops Lemon Mint ,235,0,95.8,0,0,
Orez cu lapte si ciocolata Danette,126,3,2.5,22.7,0.3,
Orez desert cu vanilie Dr. Oetker,123,3.5,2.9,20.5,0,
Pachet cadou cu figurine de ciocolata si cana Milka,530,6.6,29.5,58.5,1.8,1 buc = 130 g
Pandispan,340,8.2,4.3,67.1,0,
Papanasi de casa cu dulceata,235,10,17.2,10,0,
Pasca fara aluat cu branza si stafide Dark,267.2,14.5,14.3,19.5,0.2,
Pernute cu crema cacao Viva,429,7,17,62,4,
Pernute cu crema de capsuni Viva,469,7,19,66,3,
Piscoturi  Elledi,380,9.1,4,76.1,2,1 pachet = 200 g
Piscoturi Biscuits LaCestera,399,10.1,4.2,78.6,1.3,1 punga = 250 g
Piscoturi cu pudra de roscove Werz,505,4.3,27,61,0,1 pachet = 100 g
Piscoturi vanilie Galmopan,503,7.1,23,66.8,0,1 buc = 9 g
Piure de mere Markant,278,1,0,66,3,1 cutie = 450 g
Placinta cu dovleac Bella,363,3,24,32,0,
Placinta mere Ikea,220,2.6,8,18,0,1 felie = 150 g
Placinta rulata cu mere 365 Mega Image,305,2.3,17,48,2.4,1 placinta = 800 g
Praf de budinca,416,2.5,12,79,3,
Praf de frisca light Dr.Oetker,122,2,9,10,0,
Prajitua cu ciocolata Alpella,371,2.6,18,49.7,0,1 buc = 35 g
Prajitura Barni cu mere,355,4.5,9.9,64.5,0,1 prajitura = 30 g
Prajitura casei cu ciocolata Alka,429.1,5.3,45.1,24.3,0,1 buc = 55 g
Prajitura casei cu mere confiate Alka,417,4.2,22.8,47.4,0,1 buc = 400 g
Prajitura Casei cu vanilie si fulgi de ciocolata Alka,420.8,4.6,20.1,54.8,0,
Prajitura choco twist Milka,445,5.2,23,56,1.6,1 prajitura = 28g
Prajitura cu branza si ciocolata Exquisa Snack Schoko,300,8.1,12,40,0,1 buc = 70 g
Prajitura cu ciocolata Carrefour,420,4.4,13,70.3,0,1 prajitura = 35 g
Prajitura cu cocos Kinder Delice,461,6.3,30.6,40,0,1 buc = 42 g
Prajitura cu crema de cacao Poiana,420,4.9,22.5,50.5,0,1 buc = 38 g
Prajitura cu foi de miere Albinita,306.8,4.9,8.7,53.1,1.2,1 bucata = 22 g
Prajitura cu gem de zmeura Magura Kandia Dulce,420,4.3,21.3,51.6,1.1,1 buc = 35 g
Prajitura cu rom Magura Kandia Dulce,450,4.9,22.6,53,0.9,1 bucata = 38 g
Prajitura de orez cu iaurt Stilla Fitness,457,6.3,15.7,69.9,1.7,
Prajitura glazurata cacao Magura Kandia Dulce,500,3.8,24.1,62.6,0,1 buc = 38 g
Prajitura keto cu mere calite,196,6,12.8,16.3,2.8,
Prajitura keto din foi cu nuci,396.3,11.5,36.8,5,2.1,1 buc de 3/2 cm = 20 g
Prajitura Kinder Maxi King,521,7,36.7,36.8,1.6,1 buc = 35 g
Prajitura Krantz marmorata cu branza vaci Lidl,359,6.7,15.7,47.7,0,1 buc = 500 g
Prajitura Magura cu lapte,438,4.2,23.6,50.7,0,1 bucata = 35 g
Prajitura negresa brownies Delhaize,474,5,30,48,1,
Prajitura Siret Galmopan,505,3.5,18.3,74.3,0,1 buc = 80 g
Prajitura Tiramisu Dr. Oetker,188,4.8,8.1,23.9,0,1 portie = 100 g
Prajituri orez Fazzi,508,8.3,62.9,24.8,3,100
Praline asortate din ciocolata Heidi,513,6.7,32.6,48.1,0,1 pralina = 10 g
Praline asortate Novatini,418.5,7,24.2,63.1,0,1 buc = 9.3 g
Praline Belgique d'Or Fruits de Mer,542,3.7,34,54,2.7,"1 scoica = 12,5 g"
Praline cu martipan si cirese martipan & cherry Marcherro,435,4.8,15.5,70.5,1.4,
Praline cu umplutura de brandy Alte Excellenz,445,2.9,17,59,0,1 buc = 8 g
Praline de ciocolata cu lapte Milka Crispello,555,7.6,35,52,1.7,
Praline fructe de mare J.D.Gross Lidl,550,7.6,33.8,52.6,0,1 buc = 11.4 g
Praline Pocket Coffee Ferrero,417,3.7,19,57.9,0,"1 pralina = 12,5 g"
Praline quality street Nestle,467,3.3,19.6,68.1,1.4,1 cutie = 339 g
Pricomigdala,481,5.4,22.6,66.8,2.5,
Profiteroles cu alcool original italian Exquisit,283,4.6,12,38,1.8,1 cutie = 450 g
Profiteroles Exquisit,283,4.6,12,38,1.8,1 bila = 60 g
Pudra cacao Paradisul Verde,205,21.5,12,0.5,34,100
Pufarine cu aroma de fructe Aro,368,6.2,0.8,83,2,1 punga = 100 g
Pufarine Pufi Dufi,366,12.5,1.5,73.5,0,
Rahat,365,6,9,65,0,
Rahat cu arome de fructe Lidl,319.3,0,0,79.8,0,1 punga = 500 g
Rote Grutze (fructe zdrobite) si crema de vanilie Dr. Oetker,105,1.2,0,22,3.7,1 cutie = 160 g
Rulada cu capsuni Vincinni,395.5,7,15,62,1.5,1 buc = 300 g
Rulada cu mac Baigli Izopop,351,8.5,10.2,54,0,
Rulouri de napolitana ameo Crispy Rolls Milky Way,516,7,27,61.2,0,1 rulou = 14.5 g
Salam de biscuiti cu cacao Unikat,256,5.2,14,12,0,1 buc = 80 g
Sandwich cu inghetata de vanilie si ciocolata Romy Antarctica,172.5,4,7,23.6,0,1 buc = 80 g
Sarlota vanilie Billa,330,2.7,17,39.4,0,
Selectie ciocolata Petit Amour Lidl,573,6.8,38.5,47.2,0,1 cutie = 200 g
Selectie napolitane partial invelite in ciocolata Firsne,537,4.8,31.9,55.9,0,1 punga = 440 g
Serbet zmeura,115,0,0,29.7,0.1,
Sirop de artar,261,0,0.2,67.1,0,2 lingurite = 13 g
Smoothie bar ciocolata portocale MaBaker,463,5.1,23.5,57.7,0,1 buc = 100 g
Snack crema capsuni si glazura ciocolata Viva,527,6,27,63,4,o punga = 200 grame
Sorbet lemon Carte D'Or,120,0.6,0.5,29,1.5,1 cutie = 255 g 
Sos de vanilie Bourbon Dr. Oetker,115,3,3.7,17.4,0,1 pahar = 250 ml
Stafide in ciocolata amaruie First Nice,443,3.5,19.7,60.6,0,
Strudel de mere Conditorei Coppenrath & Wiese,249,3,14,25.8,0,1 cutie = 600 g
Strudel Deluxe,339,15,4.6,45,0,
Susan crocant Croque en bouche,500,3.5,28.5,53.5,7.1,1 bucata = 28 g
Tarta cu ciocolata KFC,471.3,5.5,23.6,59.3,0,1 buc = 80 g
Tarta cu marmelada,347,4.5,7.5,64,2.1,
Tarta zmeura Paul,219.2,3.3,8,32.7,2.9,1 tarta = 150 g
Tartine ciocolata Belvita,460,7.2,16,68.5,4.9,
Tiramisu la cutie Bonta Divina,259,4.7,10.7,33.1,2.2,1 portie = 90 g
Tiramisu mascarpone caffe San Fabio,274,4,12,37.5,0.2,1 cutie = 100 g
"Tort cocos, fructe de padure Aldi R",507,5.7,50.8,4.7,2.4,1 felie = 85 g
Tort de ciocolata,235,2.6,10.5,34.9,1.8,
Tort de ciocolata keto,392.4,7.4,35.2,11.2,2.6,
"Tort de inghetata cu aroma de lamaie, cacao, visine si glazura de cacao Acrobat",147.4,3.1,5,22.5,0,1 caserola =500 g
"Tort de inghetata cu ciocolata, visine si frisca Acrobat",134,1.7,5,20.5,0,1 caserola=1000 g
Tort de inghetata Obsession cu aroma tiramisu Amicii,221.3,2.9,10.8,28,0,
Tort Diplomat Billa,330,2.7,17,39.4,0,
Tort inghetata cacao si vanilie Alpin Lux,178.1,2.8,10.5,18.1,0,
"Tort inghetata cu ciocolata trufe si aroma vanilie, cu topping de ciocolata Amalia",212,2,8.7,29.1,0,1 cutie = 1000 g
Tort morcov si crema branza Starbucks,449,3.8,28.3,43.5,2.5,1 felie = 125 g
Tort visine Deluxe Lidl,294,16,4,32,9,
Trufe de ciocolata cu lapte Maitre Truffout,568.5,4.4,36.1,55.3,0,2 bucati =25 g
Turta dulce,366,5.9,4.7,75,0,
Turta dulce condimentata Kinkartz,357,5.4,1,81.3,0,2 buc = 27 g
Turta dulce cu glazura de ciocolata Lebkucken Plus,378,5.3,6.9,73.5,0,1 punga = 600 g
Turta dulce cu umplutura de fructe in glazura de ciocolata amaruie Katy,348,6.7,4.5,68.6,2.7,1 cutie = 200 g
Turta dulce Euro Cake,421.8,3.4,23.4,48.6,0.4,1 buc = 60 g
Turta dulce glazurata cu 17% ciocolata amaruie Tastino,376,8.1,7.9,66,4,1 bucata = 31 g
Turta dulce glazurata Tip,392,8.1,8.5,65.7,0,1 buc = 12 g
Turta dulce Katy,381,8.1,7.3,69.4,2.6,1 bucata = 31 g
Turta dulce Panibu,403,7.2,5.9,80.2,0,
Unt de arahide Reese's,544,10.8,31,51.8,1,1 cupa = 15 g
Wafa Original Waffel Biscoteria,479,9.1,27.8,48.2,0,0
Wafe belgiene invelite in ciocolata 365,486,6.5,25.5,57.7,0,1 buc = 90 g
Zahar cubic brun de Mauritius Demerara Margaritar,377,0,0,97.3,0,1 cub = 5 g
 Biscuiti cu crema de frisca Ulpio,464.6,22.5,18.9,50,0,1 buc = 9.12 g
 Fursecuri de casa cu nuci ,557.5,16.5,51.7,11.5,5,
 inghetata pe bat de vanilie cu glazura de ciocolata Ballino,318,4.5,20.8,27.7,0,1 buc = 85 g
Alune in ciocolata Sainsbury,555,15.9,36.6,38,5.3,1 punga = 227 g
Aluntie umplute cu crema de vanilie Olla,469,7,19,66,3,
Arahide in ciocolata Big Ben,503,7.4,24,62,2.3,1 punga = 250 g
Baclava,490,5,36,36,0,
Baclava cu nuca Yuksel,405,5.5,13.5,64.5,0,1 caserola = 330 g
Baclava turceasca,397,6.2,26.9,34.9,2,
Batoane cereale si ciocolata Sunny Nature,401,4,9,76,3,"1 baton = 21,5 g"
Batoane dietetice caramel Gerlinea,382.3,24.7,11,46.9,4.7,1 baton=31 g
Batoane dietetice cu menta si ciocolata Gerlinea,335,25.3,8.3,33.7,22.4,1 baton = 20 g
Batoane proteice cu ciocolata alba Gerlinea,395,22.9,14.1,45.6,6.9,1 baton = 31 g
Baton capsuni Cerbona,386,5.4,13.6,69.4,3.8,1 baton =20 g
Baton cereale cu ciocolata Chocapic,415,7.5,13.5,65.7,2.9,1 bucata = 25 g
Baton ciocolata alba cu alune de padure si stafide Heidi,443,6.6,29.3,38.8,0,1 baton = 32 g
Baton ciocolata Ani Brawo Desire,467,5.6,21.6,77.6,0,1 punga = 40 g
Baton ciocolata cocos Delicii Poiana,465,2.9,20.5,67.5,1.1,1 baton = 35 g
Baton ciocolata cu alune Smash,472.1,9.9,26.4,48.8,0,1 baton = 60 g
Baton ciocolata cu branza dulce Dots Nature,357,9.9,17.7,39.6,0,1 buc = 30 g
"Baton ciocolata cu caramel, alune si glazura Dots Boom",396,7.5,20.8,44.5,0,1 buc = 41 g
Baton ciocolata extra dark Gerlinea,362.9,23.6,11.9,37.6,9.8,1 baton = 31 g
Baton ciocolata J.D. Gross Mousse au Chocolat Milk Lidl,566,6.9,39.2,46.1,0,1 baton = 14.54 g
Baton ciocolata Mars Delight,548,5.3,32.7,58,0,1 baton = 36 g
Baton ciocolata Snickers,483,8.6,23,61,0,1 baton = 51 g
Baton ciocolata Snickers Hazelnut,489,8.1,23.9,59.5,0,
Baton cu cereale fara zahar Corny,333,6.3,10.5,66.3,3.3,1 baton = 20 g
Baton cu ciocolata alba,498,5.1,24.6,64.2,0,1 buc = 28 g
Baton cu ciocolata amaruie Bounty,472,3.7,26,55.7,0,1 baton = 28.5 g
"Baton cu iaurt, ovaz si fructe Rommac",365,5,2,78,9,1 baton = 30 g
Baton cu lapte si crema de rom Sonata,580.2,5.5,28.3,47.5,0,1 baton = 30 g
Baton cu musli si cereale Flapjacks Tesco,402,6,15,57.2,4.6,0
Baton cu stafide si rom Fagaras,486,2.9,20.9,68,0,1 baton = 35 g
Baton cu susan migdale si miere Star,490,12.7,32.8,44.5,9.3,1 baton = 35 g
"Baton cu susan, ciocolata si miere Star",540,12.3,34.4,41.3,7.2,1 baton = 32 g
"Baton cu susan, migdale si miere Star Naturals",490,12.7,32.8,44.5,9.3,1 baton = 40 g
Baton de cereale cu baza de lapte si gust de ciocolata Nestle Nesquik,418,7.2,13.6,66.6,2.7,1 baton = 25 g
Baton de ciocolata amaruie si crema de cafea Kandia,560,5.9,34.7,56.3,5.2,1 baton = 44 g
Baton de ciocolata cu cocos Dolciando,479,3.6,24.7,59.3,2.9,1 baton = 25 g
Baton de ciocolata cu crema de nuci Karina,586,5.8,40.4,47.9,3.4,1 baton = 25 g
Baton de ciocolata cu lapte si alune de padure Kand'or Kandia,575,8.3,39.6,47.8,1.8,1 baton = 45 g
Baton de ciocolata cu lapte Zoo Primola,547.1,10.7,32.7,50.3,0,1 baton = 28 g
Baton de ciocolata de casa Batonul copilariei Pan Food,451.4,5.8,12.9,75.1,0,1 baton = 100 g
Baton de ciocolata Kit Kat mini ,512,6.3,25.9,62.6,2.3,1 buc = 45 g
Baton de ciocolata Lion Nestle,485,4.9,22.9,64.9,0.9,
Baton de ciocolata neagra Dark Chocolate Kit Kat,505,5.8,25.7,58.1,0,1 buc = 21 g
Baton de ciocolata Twix,495,4.6,23.9,64.5,1.4,
Baton de susan cu miere Tastino,523,13.4,28.3,54.2,0,1 baton = 9 g
Baton dietetic cu ciocolata Nutrition & Sante Revel,377.4,24,11.9,43.7,6.9,1 baton = 31 g
Baton din zer cu caramel Das Gesunde Plus,398,16,15,46,7.6,1 baton = 35 g
Baton Kinder Bueno,557,7.2,35.3,52.6,0,1 baton = 21.5 g
Baton Kinder Pingui,442,7.2,29.3,37.4,0,1 baton = 30g
Baton Milk Snack Milino,468,5.5,29.9,44.2,0,1 baton = 30 g
Baton musli cu cocos si glazura de ciocolata cu lapte Stilla Natura,438,4.9,20.9,62.3,0,1 bucata = 30 g
Baton proteic ciocolata si alune Herbalife,397,28,12,44,1,1 baton = 35 g
Baton Soia Snack diet lemon,366,11.6,11.6,53.2,0,1 buc = 35 g
Baton Soia Snack Glazur cacao,425,11.6,15.7,57,0,1 buc = 35 g
Baton susan Eridanous Lidl,480,11.5,30,44,0,1 baton = 70 g
Baton tiramisu Fitness Nestle,385,6.1,6.7,68,8.3,1 baton =  23.5 g
Bezele BBQ marshmallows McEnnedy,337,3.6,0.5,79.4,0,1 punga = 300 g
Bicuiti cu scortisoara Biskrem,459,6.1,21.3,60.6,3.4,1 punga = 170 g
Bilute de ciocolata congelate  K-Classic,305,5.2,23,18,1.1,
Biscuite cu alune hazelnut cookies K- classic Kaufland ,505,7.5,27,56,0.8,1 buc= 18 g
Biscuite cu ciocolata chocolate Cookie K-Classic Kaufland,502,6.7,25,61,0.8,1 buc = 19 g
Biscuiti  cu crema de vanilie Kremall,435,5.3,21.3,55.8,0,1 pachet = 80 g
Biscuiti 365,468,5,23,60,0,1 buc = 58 g
Biscuiti 4 cereale Werz,471,5.7,20.4,67.8,0,
