Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Cascaval din lapte de vaca Omur,320,24,25,0.5,0,1 pachet = 400 g
Cascaval Dobrogea de oaie Five Continents,360,25,28,2,0,
Cascaval ecologic LaDorna,317,22,25.2,0.5,0,
Cascaval Edamer Campus,316,25,24,0.1,0,
Cascaval Edamer Lattaio,316,25,24,0,0,
Cascaval Emmental feliat Kaufland,388,30.5,29.5,0.1,0,
Cascaval Emmentaler bio Valmartin,399,28.9,28,0.5,0,
Cascaval Emmentaler LaDorna,360,27,28,0.1,0,
Cascaval Emmentaler ras Milbona,388,30.5,29.5,0.1,0,1 pachet = 200 g
Cascaval feliat de senvis Delaco,294,24.9,20.5,2.6,0.4,
Cascaval feliat Fina Milner,224,32,10,0,0,1 pachet =175 g
Cascaval feliat Maasdamer Hochland,344,19,28,4,0.8,1 felie = 17g
Cascaval Fetesti Five Continents,365,20,25,1.3,0,
Cascaval gouda afumat Vian,355,23,27,0.1,0,
Cascaval Gouda Lattaio,353,23,29,0.1,0,
Cascaval gouda tanara 365,370,23,30,0,0,1 felie = 35 g
Cascaval grana padano,392,35.8,25.8,3.2,0,
Cascaval grill cu condimente mediteraniene Gazi,297,20.3,23.9,0.8,0,
Cascaval imperial Bluedino,334,25,26,0,0,1 pachet = 150 g
Cascaval Kaseaufschnitt,260,29,16,0,11,
Cascaval light Burlander Milram,260,29,16,0.1,0,
Cascaval lightlife felii Leerdammer,271,29.5,17,0,0,1 felie = 4 g
Cascaval Maasdam Milli,349,25.4,27.1,0,0,1 felie = 30 g
Cascaval maturat Valley Spire,404,25.5,33.5,0.1,0,
Cascaval Morskam Bluendino,334,25,26,0.1,0,1 felie = 15 g
Cascaval natur Delhaize 365,400,23,30,0,0,
Cascaval Penteleu Covalact ,263,23,19,0.1,0,1 buc = 350 g
Cascaval Penteleu Hanul Boieresc,336,23.2,26.5,1,0.5,1 bucata = 350 g
Cascaval Penteleu Unicarm,263,22,19,1,0,
Cascaval Perfecto Penteleu Milli,298,20,22,5,0,
Cascaval Poiana Florilor,294,23,22,1,0,1 rotita = 250 g
Cascaval premium maturat Old Poland,339,26.2,26,0.1,0,
Cascaval Provoleta,400,23.3,33.3,0,0,
Cascaval ras cheese mix Milbona Lidl,342,25,25.8,2.4,0,1 punga = 200 g
Cascaval ras emmentaler President,360,27,28,0,0,
Cascaval rotund feliat Bluedino,339,26.2,26,0.1,0,
Cascaval Rucar Bluedino ,307,24,23,1,0,
Cascaval Rucar Coliba Ciobanasului,302,23.7,22,2,0.6,100
Cascaval Rucar Covalact de tara,281,22,21,0,0,1 buc. =  400 g
Cascaval Rucar Gusturi romanesti,322,23.9,24,0.4,0,
Cascaval Rucar Penny,317,22,25,1,0,
Cascaval Rucar President,306,25,22.7,0.5,0,
Cascaval Rucar Unicarm,289,24,21,1,0,
Cascaval Scamorza Vallelata,288,22,22,0.5,0,
Cascaval semi-gras Bon Area,278,23,20,1,0,
Cascaval semimaturat Muller,309,23,23,2.5,0,
Cascaval Slankie 20+,200,30,11,0,0,1 felie = 15 g
Cascaval tartinabil Seriously Strong McLelland,301,15.5,25.6,1.5,0,
Cascaval Tilsit Bluedino,334,25,26,0.1,0,
Cascaval vaca Dalia Albalact,272,23,38,1,0,
Cascaval vegetal cu ardei verde si rosu Viofast,290,1.5,25,15,0,
Cascaval Ziegenkase,362,24,30,0,0,
Cheese mix Kaufland,330,26,25,0.1,0,
Cottage cheese 4.8% K-Classic,104,12,4.8,2.9,0,1 cutie = 200 g
Cottage cheese Delhaize,92,13,4,1,0,1 cutie = 200 g
Cottage cheese ierburi Spar,85,12.7,2.2,3,0.1,1 cutie = 200 g
Crema branza Bio Quark Andechser,53,9.6,0.2,3.1,0,1 cutie = 250 g
Crema branza cu unt si sunca Sole,252,2.5,25,4.4,0,1 cutie=200 g
Crema branza de capra Chevridou,160,9,12,3.7,0,
Crema branza Kaufland,68,12.2,3.9,0.3,0,
Crema branza natur Delaco,134,7.3,9.5,4.7,0,
Crema branza Philadelphia Kraft,255,5.9,24,3.2,0,
"Crema cu branza proaspata, iaurt fin si cirese Ehrmann",132,4,5.5,16.5,0,1 cutie = 150 g
Crema de branza  cu ierburi si usturoi Philadelphi,133.3,13.3,3.3,6.6,0,
"Crema de branza 0,2% Creamy Quark Exquisa",48,8,0.2,3.5,0,1 cutie = 500 g
"Crema de branza 0,2% Exquisa Fitline Natur",61,11,0.2,3.9,0,
"Crema de branza 0,2% Latte Machiato Quark Exquisa",89,6.4,0.2,15.5,0.7,
Crema de branza 10% cu ardei copti Philadelphia,143,7.1,9.8,5.8,0.6,
Crema de branza A La Quiche Lorraine Exquisa,225,6,21,3,0,
Crema de branza Almette cu verdeata,266,6,26,2,0,
Crema de branza California Krauter,268,5.5,26,3,1,1 cutie 150 g
Crema de branza Camembert President,281,12,25,2,0,
Crema de branza Capresi,240,7.3,22,3.1,0,1 cutie = 150 g
Crema de branza clasica Hochland,207,6,19,3,0,
Crema de branza cu ardei Rama Creme Bonjour,262,5.1,24.6,4.1,0,
Crema de branza cu ceapa si usturoi Pilos,132,9.9,8,5.1,0,
Crema de branza cu ciocolata Milka Philadelphia Kraft,295,6.5,13.5,35.5,1.3,
Crema de branza cu iaurt Almette,192,7,16,5,0,
Crema de branza cu ierburi Kremos,279,6,27,3,0,
Crema de branza cu rosii si ulei de masline Hacendado,223,3.2,20.2,6.9,0,
"Crema de branza cu smantana 12,5% Delaco",161,7.6,12.5,4.4,0,1 cutie = 150 g
Crema de branza cu smantana Ceva fin Delaco,269,7.5,25,3.5,0,100g
Crema de branza cu usturoi si verdeturi Fromage Frais,283,7,27,3,2,
Crema de branza cu verdeata Clever,191,10.5,15,3.5,0.7,
Crema de branza cu verdeata Philadelphia,230,5.5,21.5,3.3,0,
Crema de branza cu verdeturi Kaufland,248,1,23,3,0.5,1 cutie = 200 g
Crema de branza Delaco,269,7.5,25,3.5,0,1 cutie = 140 g
Crema de branza Exquisa Fiocchi di Latte,83,13,3,1,0.1,1 portie = 200g
Crema de branza fara lactoza Philadelphia,280,4.5,27.5,2.7,0.3,
Crema de branza Hacendado,127,11.3,6.7,5.2,0.2,
Crema de branza Labneh Almarai,196,7,15,7.9,0,
Crema de branza light Carreffour,99,11.4,3.5,5.4,0,
Crema de branza light Exquisa,156,6.7,13,3,0,
"Crema de branza light medium fat 11,5% Philadelphia",156,8.3,11.5,4,0.3,1 cutie = 200 g
Crema de branza natur Arla,252,4.5,25,3,0,1 cutie = 150 g
Crema de branza Philadelphia Kraft Spania,275,4.9,25.5,5.2,0,
"Crema de branza proaspata 0,2% Ehrmann",57,9.8,0.2,4.1,0.1,
Crema de branza proaspata Abitella,281,7.5,26.4,3.4,0,
Crema de branza proaspata cu fructe 12% Exquisa,114,6,2.9,16,2,1 cutie = 110 g
Crema de branza proaspata cu iaurt Ehrmann,57,9.8,0.2,4.1,0.1,
Crema de branza proaspata cu somon Miree,241,6,23,2.5,0,
Crema de branza proaspata de vaca cu verdeturi Louis D'or,241,6,23,2.5,0,
Crema de branza proaspata diet Ehrmann,88,5.3,3.2,9.6,0,1 pahar = 125 g
Crema de branza proaspata light Hacendado,46,8,0.1,3.5,0,1 cutie = 500 g
Crema de branza smantana Almette,270,6,26,3,0,
Crema de branza Tartina LaDorna,256,7,24,3,0,
Crema de branza topita cu ardei rosu iute Hochland,316,9,28,7,0,1 cutie = 150 g
Crema de branza verdeturi Cora,215,6.4,19.5,3.5,0,1 cutie = 125 g
Crema de cascaval Premio Unicarm,314,7,30,4,0,
Crema de telemea Napolact,219,10,19,2,0,
Crema proaspata de branza slaba Campus,97,9.5,5,3.3,0.6,1 portie = 30 g
Desert pe baza de branza proaspata si piersci Ehrmann,118,4.5,4,16,0,1 cutie = 125 g
Feta Delis Danish White Del Delaco,240,11,21,2.5,0,1 cutie = 500 g
Gorgonzola,350,21,28,1.5,0,
Halloumi Eridanous,319,22,25,1.5,0,1 cutie = 225 g
iaurt  Yogofiber cu fructe de padure FruFru,141.8,4.9,8.3,15.8,1.9,1 cutie = 220 g
"Iaurt 1,3% bio Sainsbury's",66,5.6,1.3,8,0,
Iaurt 3 in 1 cu granola si gem de visine  Mic Dejun Activia,118,4.2,3.9,16.6,0,140 g iaurt si 15 g topping
"Kefir Light 0,1% Monor",32.1,3.6,0.1,4.2,0,
Mascarpone Casa Azzura,394,4.5,40,4,0,1 cutie = 250 g
Mascarpone Gordon Prime,398,3,40,4.4,0,1 tub = 250 g
"Miez de lapte natur 14,2% Delaco",186,11.3,14.2,3.2,0,1cutie = 75 g
Mini mozzarella Lovilio,245,18,18.5,1.5,0,1 buc = 125 g
Mozzarella,318,21.6,24.6,2.5,0,
Mozzarella 365 Mega Image,322,23.9,24,0.4,0,1 pachet = 500 g
Mozzarella 50% Tesco,175,20,10,0.7,0,
Mozzarella Continente,228,20,16,1,0,
Mozzarella cu masline Santa Lucia,208,15,16,1,0,
Mozzarella Fresca Delaco,274,22,20,1.5,0,
Mozzarella Galbani Santa Lucia,247,18,19,1,0,1 punga maxi = 200 g
Mozzarella Gourmet Delaco ,270,21,20,1.5,0,1 pachet = 400 g
Mozzarella Gustoso Sole,249,23,17,1,0,
Mozzarella light Galbani,155,17.5,9,1.5,0,1 bucata = 125 g
Mozzarella light Linessa,165,20.5,8.5,1.5,0,1 pachet = 125 g
Mozzarella light Mega Image,251,19,19,1,0,1 pachet = 125 g
Mozzarella Lovilio,333,25.5,25,1.5,0,
Mozzarella Paladin,265,19,20,1,0,
Mozzarella Primalact,207,2.8,23,4,0,1 cutie = 1000 g
Mozzarella San Fabio,245,18,18.5,1.5,0,1 punga = 125g
Mozzarella Unicarm,225,18,19,1,0,
Parmesan ras Tresco ,402,32.4,29.7,0,0,
Parmezan Casstelli,402,32,30,0,0,
Parmezan Galbani,393,33,20,0,0,
Parmezan Zanetti,392,33,28,0,0,
Perle de branza cottage Cora,111,12,6,2.2,0,
Perle de branza cu smantana 4% LaDorna,84,11,4,1,0,1 cutie = 300 g
Preparat din branza proaspata de vaci Soft cheese Balance Lidl,99,12,4,3.3,0,1 cutie = 200 g
Rondele de branza cu usturoi si ierburi President,320,6,32,2,0,
Rulada de cascaval cu urda si marar Gusturi Romanesti,288,21,22.5,0.5,0,
Rulou de branza cu erdei iute Pilos Lidl,301,19.5,24.5,0.5,0,
Smantana 12% Lactag,141.2,3.8,12,4.5,0,
Smantana 18% Aldi R,197,2.8,18,5.2,0,1 cutie = 200 ml
Smantana ecologica 35% Mirdatod,278,1,30,1,0,1 cutie = 300 g
Sos tzatziki Ifantis,125,4,10,3.5,0,1 cutie = 200 g
Specialitate de branza cu ceapa si marar Monor,328,18,27.5,2.4,0.9,
Specialitate de branza tartinabila din lapte pasteurizat Cora,211,7,3,3,0,1 cutie = 150 g
Stelute de branza Lacteea,83,12.7,2.2,3.1,0,
Svaiter 45% Goldsteig,388,30.5,29.5,0.1,0,1 felie = 25 g
Svaiter bio wiesen dahler Sobbeke,278,38,14,0.1,0,1 felie = 22 g
Telemea  45% Kaufland,268,19,21,0.7,0,1 pachet = 200 g
Telemea Big Panda,274,18,22,1,0,1 cutie = 400 g
Telemea de capra 365,203,14,14,1.5,0,1 cutie = 500 g
Telemea de capra Carrefour,216,19,15,1.3,0,1 cutie = 400 g
Telemea de capra Hochland,287,16.2,24.2,1,0,1 pachet = 200 g
Telemea de capra maturata Delaco ,308,18,26,0.5,0,1 pachet = 300 g
Telemea de oaie Gusturi Romanesti,276,16.5,23,0.7,0,
Telemea de oaie Hochland,316,17.1,27,1.1,0,1 pachet mic = 200 g
Telemea de oaie Mega Image,245,18,23,3.3,0,1 felie = 75 g
Telemea de oaie Notos,270,18,22,1.1,0,1 pachet mic = 200 g
Telemea de oaie President,292,15.5,25,0.9,0.8,1 pachet = 200 g
Telemea de oaie si capra light Olympus,195,23,12,0.7,0,1 pachet = 200 g
Telemea de vaca 365,219,15,15,2,0,1 cutie = 500 g
Telemea de vaca Carrefour,224,18,16,2,0,1 bucata = 400 g
Telemea de vaca cu gust domol Napolact,310,18,26,1,0,1 pachet = 200 g
Telemea de vaca Dalbis,257,18.5,19,2.5,0,
Telemea de vaca Delaco,250,17.8,19.4,1,0,1 pachet =300 g
Telemea de vaca Gruia,199,16,15,0,0,
Telemea de vaca Hochland,279,15,24,0.7,0,1 cutie = 500 g
Telemea de vaca LaDorna,260,19,20,1,0,
Telemea de vaca maturata calitatea I Delaco,298,16,24,0.5,0,1 pachet = 300 g
Telemea de vaca Olympus,261,15,22,0.7,0,
Telemea de vaca Real,235,16,19,0,0,
Telemea de vaca Sofra,306,15,27,0,0,
Telemea din lapte de vaca Niro Serv Lidl,260,19,20,1,0,
Telemea Gazi ,256,18,20,1.5,0,
Telemea light 14% Hochland,229,25,14,0.7,0,
Telemea maturata de oaie Five Continents,260,16,18,8,0,
Telemea maturata de vaca Five Continents,260,16,18,8,0,400 g 
Telemea maturata de vaca si bivolita Huedin,294,18,24,1.5,0,1 buc = 350g
Telemea oaie Cora,234,18,17.5,1,0,1 cutie = 400 g
Telemea vaca Blasova,270,15,24,23,0,
Telemea vaca Traian One,205,16.5,15,1,0,
Telemea Winny,223,24,16.5,1.5,0,
Tofu cu chimen Inedit,108,12.1,4.2,5.5,0,1 buc = 100
Unt de casa 80% Primalact,772,0.2,80,0.4,0,1 pachet = 100 g
Urda,136,18,4,6,0,
Urda cu smantana Olympus,152,12,10,3.5,0,1 cutie = 400 g
Urda de oaie Bonas,72,3.5,0.2,14,0,
Urda dulce de vaca Solomonescu,205,12,14,8,0,
Urda taraneasca vid premio Unicarm,113,13,5,4,0,
