Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Cafea instant 3 in 1 Cool Nescafe,389,10.6,8.2,65.5,0.4,1plic=11g
Cafea instant Cappuccino Vanilla Doncafe,428,5,9,81,0,1 pliculet = 12.5 g
Cafea Jacobs 3 in 1 Classic,405,3.5,13,68,0,1 plic = 12 g
Cafea Latte Macchiato fara zahar Dolce Gusto,34,1.8,1.8,2.6,0.1,1 pahar = 220 ml
Cafea Latte Machiato Illy,46,1.3,1.3,7.3,0,1 cutie = 250 g
Cafea Lavazza Qualità Oro,12,0.8,0,2,0,1 cana = 50 ml
Cafea macinata Lavazza Suerte,12,0.6,0,2.2,0,
Cafea Nescafe Brasero,66,7,0.2,9,27,"1 plic = 1,8 g"
Cafea Nescafe frappe cu aroma de gianduia,394,11.3,8.4,67.3,0,1 pliculet = 11 g
Cafea preparata Jacobs Kronung cu Alintaroma,1.8,0.2,0,0.3,0,1 cana = 150 ml
Cafea solubila aroma de capsune Jacobs Cool Break,450,5,15.5,73.5,0,1 pliculet = 12g
Cafea White Chocolate Mocha cu lapte degresat 2% Gloria Jeans,82,2.7,2,13,0,
Caffe Latte cu lapte integral Starbucks,54,3,2.6,4.2,0,
Cappuccino clasic Doncafe,434,6,10,80,0,1 pliculet = 12.5 g
Cappuccino creamy La Festa,438,2.8,11.4,80,2.3,"1 plic = 12,5 g"
Cappuccino fara zahar Crastan,429,17,15,56.5,0,1 plic = 12.5 g
Cappuccino instant Rafael,458,7.2,18.2,63.4,5.8,1 cutie = 250 g
Cappuccino Milka Jacobs,415,7.6,10,46.5,3.5,
Captain's Morgan White Rum,216,0,0,0,0,alcool 40%
Ceai de mere Lord Nelson Lidl,3,0.1,0.1,0.6,0.1,1 ceasca = 100 ml
Ceai Nestea Lemon 30% mai putin zahar,19,0,0,4.6,0,
"Ceai verde, aloe vera si capsuni Nestea Vitao",30,0,0,7.3,0,
Ciocolata calda,353,6,12,59,0,1 plic = 25 g
Ciocolata calda Hot Choco Doncafe,380,5.9,5.9,80.5,4.6,1 plic = 20 g
Coca Cola Cherry,45,0,0,11.2,0,
Coca-Cola light,0.5,0,0,0,0,
Cocktail fara alcool Mojito Delhaize,42,0.1,0,10.5,0,1 sticla = 750 ml
Concentrat Cappuccino Classico Melitta,379,6.3,3.5,76.5,0,1 pachet = 400 g
Coniac Milcov,220,0,0,2,0,1 sticla = 500 g
Doza de cafea Expresso Machiato Cortado Dolce Gusto,353,19,16.7,25.1,12.4,
Energizant Fire Bird,44,0.5,0,11,0.5,
Energizant Planet Energy,46,0,0.1,10.5,0,
Energizant XL,47,0.3,0.1,11.3,0,1 doza = 250 ml
Fanta madness de struguri,55,0,0,14,0,
Fanta portocale cutie,42,0,0,10.3,0,1 cutie = 0.33 l
Frappuccino light cu caramel Starbucks,41,1.6,0.4,8,0.6,
Gemuse Saft Real,17,0.8,0,3,0,
Ginger Beer Bundaberg,43.5,1,1,10.8,0,1 sticla = 375 ml
Ice coffee Mint Doncafe,369,19,1,71,0,1 pliculet = 11 g
Ice tea de lamaie Lipton,26,0,0,6.7,0,
Ice Tea lemon light Sun Gold,0.9,0.1,0.1,0.1,0,"1 sticla = 1,5 l"
Ice Tea Nestea Fructe de Padure,33,0,0,7.8,0,
Ice tea Nestea Vitao,50,0,0,12,0,
Ice Tea piersici Nestea,29,0,0,6.8,0,
Ice Tea zmeura Lipton,30,0.5,0,7,0,
Indulcitor lichid Substoff DM,0.6,0,0,0.1,0,"8-10 picaturi = 2,5 ml"
Isotonic Sport Drink Oshee,24,0.1,0.1,5.7,0,1 sticla = 750 ml
Jagermeister,343,0,0,11,0,350
"Lapte 1,6% Aldi R",44,3,1.6,4.5,0,
Lapte cu cacao si gust de ciocolata Zuzu,66,3.1,1.5,10,0,1 cutie = 450 ml
Lapte de cocos si migdale Alpro,24,0.3,1.3,2.5,0,1 sticla = 1 l
Lapte de ovaz Alpro,44,0.3,1.5,6.8,1.4,1 cutie = 1 l
Lapte de soia Sanitarium Lite,41,3.4,0.9,4.7,0.3,
Lapte de soia simplu Alpro,43,3.3,0.3,2.8,0,
Lapte din soia simplu Inedit,18,1.9,1.1,0,0,1 sticla = 750 ml
Lapte migdale Monsoy,60,0.8,2.1,9.5,0.2,1 cutie = 1 l
"Lapte proaspat 1,5% Paco",45,3.2,1.5,4.7,0,1 cutie = 1000 ml
Lapte soia natur Delhaize,39,3,1.7,0,0.7,1 cutie = 1 l
Lapte soia Sanitarium,65,3.4,3.4,5,0,
Lichior absint,234,0,0,10,0,
Lichior Irish Cream Baileys,350,3.2,15.7,20,0,
Limonata lamaie si grapefruit Tymbark,30,0,0,7.6,0.2,
Milk shake de capsuni,113,3.4,2.8,18.9,0.4,
Milkshake cu gust de ciocolata Dr.Oetker,106.6,3.2,3.6,15.2,0.6,1 plic = 32 g
Must din struguri,126.5,0,0,28,0,
Nectar caise Delice,56,0.3,0.1,13.7,0.4,
Nectar de coacaze negre Solevita,56,0.1,0.5,13,0,1 cutie = 1000 ml
Nectar de grapefruit Cappy,98,0.3,0,23,0.1,
Nectar de maracuya Don Simon,52,0.3,0,12.8,0,
Nectar de piersici Belsina Plus,60,0.2,0,14.4,0,
Nectar de portocale Ciao,50,0.3,0.1,12.1,0,
Nectar light multivitamin Linessa,25,0,0,5.2,0,1 cutie = 1.5 L
Nectar multivitamine mix de fructe rosii Becker's Bester,30,0.2,0.1,6.7,0,
Nectar piersici,54,0.3,0,13.9,0.6,
Nectar piersici Peach Nectar Kaufland K-Classic,54,0.5,0.5,12,0.9,
Nectar portocale Belsina Plus,37,0.4,0.1,8.3,0,
Nectar portocale Tymbark,43,0.4,0.1,10.3,1,1 cutie = 1 litru
Nescafe Capucino Original,409,4.5,8.9,76.2,3.2,1 plic = 13 g
Pina Colada,174,0.4,1.9,22.7,0.3,
Racoritoare capsuni si banane Prigat Activ,44,0,0,11,0,pet 2 litri 
Racoritoare cu gust tropical Giusto Natura,47,0.1,0,11.6,0.1,1 cutie = 2 l
Racoritoare Fanta World,36.8,0,0,8.8,0,
Racoritoare light tropical Giusto Natura,8.6,0.1,0.1,1.9,0,
Racoritoare multivitamine Ciao,26,0.1,0,6.5,0,
Racoritoare nectar de pere Prigat,52,0,0,14,0,
Racoritoare premium 100% portocale Cappy,46,0,0,11,0,1 sticla = 330 ml
Raw Smoothie 1 Urban Monkey,45,1,0.1,9.4,4.7,1 sticla=250 ml
Rom,231,0,0,0,0,
Sake,134,0.5,0,5,0,
Sampanie demi-sec,83,0.1,0,3.4,0,
Sangria,150,0,0,18,0,
Shake cu aroma ciocolata McDonalds,85,2,1.6,14.4,0.3,1 shake mic = 250 ml
Sirop capsuni Laurul,255,0,0,65.9,0,
Sirop fructe de padure Laurul,255,0,0,65.9,0,
Sirop ice tea piersica Laurul,255,0,0,65.9,0,
Sirop portocale Yo,310,0.1,0,75,0,
Sirop visine Laurul,255,0,0,65.9,0,
Smoothie cu capsuni zmeura si coacaze Delhaize,48,0.4,0.1,11,0.9,1 sticla = 250 ml
Smoothie yellow rue Fruits Edeka,62,0.9,0,14.6,1.2,1 stricla = 250 ml.
Suc Aloe Vera Paldo,44.4,0,5,9.5,0,
Suc Cappy Pulpy Grapefruit,34,0,0,12.1,0,
Suc carbogazos light Adria Cola,8,0,0,2,0,
Suc cu mar si zmeura innocent,42,0.3,0,9,0,1 sticla = 900 ml
Suc de ananas Enjoy,52,0,0,13,0,
Suc de fructe rosii Active Fitness Pfanner,13.2,0.1,0.1,3.2,0.3,
Suc de grapefruit roz Happy Day,43.8,0.6,0.1,9.6,0.2,
Suc de legume cu miez Sandora,25,1.1,0,4.8,0,
Suc de mere bio Pfanner,46,0.2,0,11,0.2,
Suc de mere si sfecla rosie Gusturi Romanesti,49,0.1,0.1,12,0.1,
Suc de mere verzi Ciao,28,0,0,6.8,0.2,
Suc de piersici Cappy Tempo,50,0,0,12.2,0,1 sticla = 2 l
Suc de portocale,47,0.7,0.2,10.9,0.2,
Suc de portocale 100% Happy Day,45.5,0.7,0.2,9.5,0.1,1 cutie = 1 l
Suc de portocale Granini,49,0.5,0.2,12,1.5,
Suc de portocale light Prigat,8,0,0,13,0.1,
Suc de portocale Tymbark Cool,28,0.1,0.1,6.8,0,
Suc de rosii Ciao,27,0.1,0.5,5.8,0,1 cutie = 1.5 l
Suc de rosii Happy Day Tomate,17.5,0.8,0.1,3.2,0.1,1 cutie = 1 l
Suc de rosii Sun Gold,15,0.7,0.1,2.7,0,
Suc de struguri rosii 100%,72,0,0,18.6,0,
