Aliment,Calorii,Proteine,Lipide,Carbohidrati,Fibre,Aproximari
Mix legume congelate wok Thai Findus,30,1,0.1,4,3,1 punga = 320 g
Mix legume eco Irma,45,1.5,0.5,6.5,3,
Mix legume mexicane Lidl,72,4.4,0.3,12.4,6.2,
Mix mazare si morcovi Lidl,72,4.1,0.3,12.7,6,
Mixt legume oriental stil Lidl Green Grocers,55,2,2.7,4.2,0,
Morcovi,41,0.9,0.2,9.6,2.8,
Morcovi baby K-Classic,32,0.7,0.2,5.6,2.7,
Morcovi de Paris congelati Greens,23.2,0.8,0,5,0,
Muraturi asortate,18,0.6,0.1,4.1,1.2,
Naut conserva Auchan,149,7.3,1.7,23.6,5.2,1 conserva = 265 g
Orez 3 Continente Eurofood,358,11,1.3,74.2,2.5,1 punga = 500 g
Orez cu ciuperci si legume asortate Uncle Statis,91,3.5,0.6,18,0,
Orez mexican Uncle Statis,90,4.2,0.3,20.3,0,1 cutie = 450 g
Papadie,44,2.7,0.3,9.2,3.5,
Pasta de tomate 24% Olympia,73,4.3,0,13.9,0,
Pasta de tomate 25% Vis,79,4,0,15.8,0,1 borcanel = 415 g
Pasta de tomate 30% Mikado,103,5.6,1.5,16.7,0,n borcan = 200 g
Pasta de tomate Olympia,84,5.1,0,16.4,0,
Pastarnac fiert,71,1.3,0.3,17,3.6,
Pate cu ardei Helvet Inedit,276,8.5,22.7,9.3,0,
Pate vegetal,197,8.5,17,25,3.5,
Pate vegetal cu ardei rosu Hame,244,3.4,5.4,22.6,0,1 cutie = 75 g
Pate vegetal cu masline si soia nemoficiata genetic Inedit,201.1,12.4,7.4,20.1,0,1 cutie = 50 g
Pepino crud,80,0,0,22,5,
Piure de cartofi cu unt si lapte,113,2,4.2,16.9,1.5,
Porumb boabe Alipende,117.5,3,1.5,23,0,
Porumb boabe la cutie Helix,115,3.9,0,22,0,1 cutie = 425 g
Porumb boabe Vitae D'oro,113,3.2,1.1,22.6,3.6,1 cutie = 285 g
Porumb congelat Bonduelle,93,3.3,2.3,14.7,0,
Porumb congelat Casa Taraneasca,87,3.3,1.2,15.7,0,
Porumb dulce Aro,102,2.9,1.2,23.6,3.9,
Porumb dulce congelat Icefield,102,6.7,0.4,17.1,0.1,
Porumb la conserva Aro,120,3.2,1.1,23,3.6,1 conserva = 285 g net
Praz,61,1.5,0.3,14.2,1.8,
Pulpa de rosii cuburi La Grande Famiglia,17,1.1,0.5,2.5,0,1 cutie = 400 g
Pulpa rosii Grande Famiglia,12,1.1,0.1,2,0,
Radacina de patrunjel,29,2.2,0.1,6.5,4,
Radicchio,23,1.4,0.3,4.5,0.9,
Ridiche neagra,20,0.7,0.1,5.1,1.6,
Risotto amestec legume cu sos ratatouille Bonduelle,119,3.1,3.8,15.8,4.7,1 punga = 400 g
Risotto Gradena,106,3.3,1.2,19.5,1.8,1 punga = 400 g
Rosii (congelate),32,1.6,0.3,7.3,1.9,
Rosii cubulete conserva Cirio,23,1.3,0.2,4,0,
Rosii decojite 365,15,1.3,0.1,2.5,0,1 cutie = 400 g
Rosii Decojite Cuburi DLL Bio Mega Image,23,1.3,0.4,3,1,1 cutie = 400 g
Rosii decojite intregi in suc de rosii Winny,20,1.1,0.5,2,0.5,1 cutie = 400 g
Rosii decojite Mazza,23,1.2,0.5,3,0.9,1 cutie = 400 g
Rosii intregi Cirio,28,1.5,0.2,5,0,1 cutie = 400 g
Rosii intregi Freshona,20,0.9,0.1,3,0,
Rosii pasate 365,18,1.3,0.2,3,0,
Rosii pasate Heinz,26,1.3,0.4,8,0,1 cutie = 500 g
Rosii pasate Kaufland,22,1.3,0.2,3,0,1 cutie = 500 g
Rosii tocate cu ceapa si usturoi Italiamo,26,1.2,0.1,3.9,0,1 cutie = 400 g net
Rosii uscate,258,14.1,3,55.8,12.3,
Rosii uscate la soare Delphi,203,4.8,17,8.1,9.4,
Rucola 365,39,1.2,0.3,7.3,0,1 cutie = 125 g
Salata 4 anotimpuri Lidl,21,1,0.2,3.2,1.6,1 punga = 250 g
Salata andive Bolero Mix Endivia,27,1.4,0.2,4.7,0,
Salata baby batavia rosie si verde Carrefour,25.1,2.8,0.1,3.7,0,1 punga = 100 g
Salata Caesar Aldi Germania,149,5,7,9.6,1.2,
Salata Clasica 365,20.2,1.6,0.3,3.9,0,1 punga = 150 g
Salata Craciunita Eisberg,17.3,1.8,0.2,4.1,0,
Salata de legume Sombrero Bonduelle,62,1.7,0.8,11.9,0,
Salata de sfecla rosie Raureni,23.4,0.9,0.1,5.5,1.5,1 borcan = 360 g net
Salata de vinete Bunatati de Topoloveni,103.3,0.6,8.5,5.3,0,
Salata Disney Mix Eisberg,14,1.3,0.4,3.1,0,1 punga = 180 g
Salata eisberg Valentina,15,1.1,0.2,2.3,1.6,1 punga =220 g
Salata fasole slba Efko,79,7.4,0.4,11,0,
Salata greceasca Fabrica de Sandwichuri,77,2.2,6,4.7,1.2,1 portie = 300 g
Salata Indivia Riccia Agriro Fresh,17,1.2,0.2,2.8,2.7,1 punga = 200 g
Salata Latino Carrefour,27,1.4,0.2,4.7,1,1 punga = 100 g
Salata mediteraneana 365 ,20.1,1.6,0.3,3.8,0.5,1 punga = 150 g
Salata mediteraneana Mega Image,18,1.4,0.2,2.5,0,1 punga = 150 g
Salata Milano Agriro,28,4.7,0.2,4.7,0,1 portie = 150 g
Salata mix  Era Ora Mistacanza,15,1.5,0.2,1.8,0,1 punga = 125 g
Salata mix de Luxe Billa,12.8,1.6,0.2,1.2,1.7,1 punga = 100 g
Salata mix fitness Mega Image,24.9,1.8,0,4.4,1.5,
Salata mix Stathis,22,1.1,0.2,3.3,1.3,1 pachet = 250 g
Salata mixta romana Eisberg,25,2,0.1,4.4,0,
Salata Ola Mix mediteraneana Eisberg,15,1,0.4,2,3,1 punga = 100 g
Salata Pikans Mix 365 Mega Image,21,1.5,0.3,3.2,1.5,1 punga = 140 g 
Salata premium mix Eisberg,15,1.3,0.2,2.3,1.2,
Salata Primavera Oliveris,17,1.9,0.2,1.3,0,1 punga = 100 g
Salata rosie creata Lollo Rossa,20,0,0,2,0,
Salata Tabbouleh,125,1.6,9.4,10,2.3,
Salata Tisa,19,1.4,0.3,3.7,0,1 punga = 150g
Salata verde,17,1.2,0.3,3.3,2.1,1 capatana mare = 250 g
Salata vinete Toppo Lidl,88,2,6.9,6.5,4,1 buc = 200 g
Salsifis gatit,68,2.7,0.2,15.4,3.1,
Sfecla eco Irma,60,0.5,0,13,0,
Sfecla rosie felii in otet Freshona Lidl,59,1.1,0.1,11.6,1,1 borcan = 430 g net
"Soia (granulat, cuburi)",399,45,2,40,12,
Soia cuburi Plus,340,54,1.5,23,3.5,
Soia granule Distins,357,50,1.5,36,3.5,1 punga = 100 g
Soia pt snitele Rommac ,280,50,1,30,3,
Soia snitele Romfood,340,54,1.5,15,3.5,
Sos pesto rosu Jamie Oliver,376,4.2,35.9,7.6,2.6,
Sote de legume Leader,35.7,3,0.4,5.1,2,
Spanac,23,2.9,0.4,3.6,2.2,
Spanac congelat  Hortex,14,2.3,0.4,0.4,0,1 punga = 400 g
Spanac congelat Alfredo Foods,14,3.2,0,0.3,0,
Spanac congelat BoVita,23,2.6,0.2,2.5,0,1 punga = 450 g
Spanac congelat Dujardin,22,2.3,0.2,2.8,2.8,
Spanac congelat Findus,25,3,0.5,1.5,0,
Spanac congelat K-Classic,25,3.2,0.2,0.6,3.2,
Spanac congelat Sirena Aldi R,18,2.6,0.3,1.2,0,
Spanac crema Green Grocer's Lidl,49,2.1,3,2.5,1.9,1 cutie = 450 g
Spanac frunze intregi Bonduelle,29,3.5,0.8,0.9,0,1 punga = 400 g
Spanac inghetat portionat Icefield,26,3.1,0.1,0.5,0,1 punga = 450 g
Spanac proaspat Carrefour,23,2.9,0.4,3.9,0,
Spanac taiat DLL Mega Image,23,3,0.2,1,2.8,1 borcan = 660 g net
Spanac tocat Edenia,28,2.3,0.2,2.8,2.8,
Spanc frunze congelat Edenia,25,3.2,0.2,0.7,3.8,1 punga = 450 g
Sparanghel alb Auchan,18,0.8,0.1,3.4,1.3,1 borca = 330 g
Sparanghel Freshona,18,1.7,0.2,1.6,1.1,1 borcan = 370 ml
Stevie fiarta,20,1.8,0.6,2.9,2.6,
Suc de rosii,17,1,0,4,0,
Suc din rosii Olympia,20,1,0,4,0,1 sticla = 750g
Tocana de legume Edimar,76.6,1,6,3.1,3.1,
Tocanita de ciuperci Fresh Offer Leader,34.5,3.9,0.3,4.2,1.5,
Tomate tocate in suc de tomate Carrefour,19,1.1,0.1,3.5,0.1,
Tulpina de telina,14,0.7,0.2,3.4,1.6,
Urzici,66,7.9,0.7,7.1,3.2,
Valeriana,21,2,0.4,3.6,0,
Varza (rosie),32,1.7,0.2,5.7,2,
"Varza chinezeasca (bok-choy, pak-choi)",13,1.5,0.2,2.2,1,
Varza creata,24,1.4,0.1,5.6,2.3,
Varza de Bruxelles congelata Cora,26,3,0,3.4,0,
Varza de Bruxelles congelata Green Grocer's,42,3.2,0.3,4.5,0,
Varza de Bruxelles foarte mica congelata Greens,34.7,4,0.3,4,0,1 punga = 450 g
Varza kale,42,2.8,0.6,8.3,1.7,
Varza rosie in otet Spreewaldhof,34,1.9,0.1,6.2,0,
Vinete coapte,35,0.8,0.2,8.7,2.5,
Vinete congelate Hana,20,1.3,0.4,2.8,0,1 punga = 400 g
Vinete tocate coapte Casa Taraneasca,24,0.6,0.1,5.8,0,1 punga = 400 g
Zacusca cu ciuperci 365,103,2.4,6.2,9.5,1,1 borcan = 295 g
Zacusca cu fasole Naturelo,195,17.5,7.2,0,5,1 borcan = 540 g
Zacusca de ciuperci Olympia,100,3,6,9.8,0,
Zacusca de vinete 365,92,1.2,6,8.3,0,1 brocan = 295 g
Zacusca de vinete Mandy,95,1,8.3,4.1,0,1 borcan = 300 g
Zacusca de vinete Olympia,110,2,7,9.8,0,
Zacusca moldoveneasca cu ghebe Gusturi Romanesti,100.6,2.4,5.3,10.2,2,
Zacusca picanta  de vinete Olympia,92,1.2,6,8.2,0,1 borcan = 295 g
Zacusca traditionala Mandy,130,1,10.1,4.1,0,1 borcan = 300 g
Zucchini,16,1.2,0.2,3.4,1.1,
